log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,temporaryId,secMark,latitude,longitude,elevation,speed,heading,type,length,width,onmap_status,position_on_map,current_approach,current_lane,current_signal_group,dist_to_stopbar
2023-07-19 18:07:07.351651,1689804427.3516629,2023-07-19 22:07:07.351,1689804427.351241,939524096,0.439,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.461078,1689804427.4610837,2023-07-19 22:07:07.460,1689804427.4607,939524096,0.44,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.553771,1689804427.5537832,2023-07-19 22:07:07.553,1689804427.55338,939524096,0.441,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.654334,1689804427.654346,2023-07-19 22:07:07.653,1689804427.653924,939524096,0.442,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.770852,1689804427.770858,2023-07-19 22:07:07.770,1689804427.770549,939524096,0.443,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.853533,1689804427.8535502,2023-07-19 22:07:07.853,1689804427.853114,939524096,0.444,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:07.961531,1689804427.9615364,2023-07-19 22:07:07.961,1689804427.961189,939524096,0.445,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.064776,1689804428.064789,2023-07-19 22:07:08.64,1689804428.064378,939524096,0.446,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.166234,1689804428.1662407,2023-07-19 22:07:08.165,1689804428.165858,939524096,0.447,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.263075,1689804428.263081,2023-07-19 22:07:08.262,1689804428.262712,939524096,0.448,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.369465,1689804428.3694708,2023-07-19 22:07:08.369,1689804428.369107,939524096,0.449,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.466040,1689804428.4660456,2023-07-19 22:07:08.465,1689804428.465661,939524096,0.45,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.565133,1689804428.565138,2023-07-19 22:07:08.564,1689804428.564776,939524096,0.451,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.671906,1689804428.6719112,2023-07-19 22:07:08.671,1689804428.6715,939524096,0.452,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.772439,1689804428.7724464,2023-07-19 22:07:08.772,1689804428.772076,939524096,0.453,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.873710,1689804428.8737266,2023-07-19 22:07:08.873,1689804428.873265,939524096,0.454,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:08.978838,1689804428.9788442,2023-07-19 22:07:08.978,1689804428.978412,939524096,0.455,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.070709,1689804429.070714,2023-07-19 22:07:09.70,1689804429.070329,939524096,0.456,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.175883,1689804429.175893,2023-07-19 22:07:09.175,1689804429.175443,939524096,0.457,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.274408,1689804429.2744453,2023-07-19 22:07:09.273,1689804429.273921,939524096,0.458,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.375956,1689804429.3759687,2023-07-19 22:07:09.375,1689804429.375451,939524096,0.459,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.475919,1689804429.475925,2023-07-19 22:07:09.475,1689804429.475504,939524096,0.46,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.576553,1689804429.5765595,2023-07-19 22:07:09.576,1689804429.576178,939524096,0.461,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.683395,1689804429.6834028,2023-07-19 22:07:09.683,1689804429.683011,939524096,0.462,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.782785,1689804429.7827938,2023-07-19 22:07:09.782,1689804429.782331,939524096,0.463,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.880788,1689804429.880798,2023-07-19 22:07:09.880,1689804429.880398,939524096,0.464,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:09.990195,1689804429.9902036,2023-07-19 22:07:09.989,1689804429.989817,939524096,0.465,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:10.082295,1689804430.082302,2023-07-19 22:07:10.81,1689804430.081924,939524096,0.466,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:10.183976,1689804430.183987,2023-07-19 22:07:10.183,1689804430.183477,939524096,0.467,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:10.290405,1689804430.290412,2023-07-19 22:07:10.290,1689804430.290058,939524096,0.468,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:10.593161,1689804430.593171,2023-07-19 22:07:10.592,1689804430.592726,939524096,0.471,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:15.663388,1689804435.663397,2023-07-19 22:07:15.662,1689804435.662932,939524096,0.521,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:15.762697,1689804435.7627032,2023-07-19 22:07:15.762,1689804435.762287,939524096,0.522,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:15.862256,1689804435.862262,2023-07-19 22:07:15.861,1689804435.861882,939524096,0.523,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.161831,1689804436.1618376,2023-07-19 22:07:16.161,1689804436.161488,939524096,0.526,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.266730,1689804436.2667358,2023-07-19 22:07:16.266,1689804436.266325,939524096,0.527,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.364716,1689804436.364723,2023-07-19 22:07:16.364,1689804436.364369,939524096,0.528,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.469593,1689804436.4695995,2023-07-19 22:07:16.469,1689804436.469238,939524096,0.529,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.563605,1689804436.5636103,2023-07-19 22:07:16.563,1689804436.563186,939524096,0.53,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.666191,1689804436.6661959,2023-07-19 22:07:16.665,1689804436.665827,939524096,0.531,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.768494,1689804436.7684999,2023-07-19 22:07:16.768,1689804436.768125,939524096,0.532,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.874242,1689804436.8742483,2023-07-19 22:07:16.873,1689804436.87386,939524096,0.533,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
2023-07-19 18:07:16.970949,1689804436.9709544,2023-07-19 22:07:16.970,1689804436.970587,939524096,0.534,42.3006235,-83.6985984,23.9,0.0,1.0,0,123,304,True,inbound,3,4,2,18.54
